"","rep","code","our_beta0","our_beta1","our_beta2","cc_beta0","cc_beta1","cc_beta2","naive_beta0","naive_beta1","naive_beta2","gs_beta0","gs_beta1","gs_beta2","eta0","eta1","eta2","n"
"3470",3470,0,2.00291901593252,2.99696493384826,4.0000766606846,2.0029181414698,2.99696403948505,4.00007215301615,2.446594619607,2.49243947148257,4.01885174622053,2.00153320325034,2.99851063875476,4.00002342163323,-2.38331645299616,4.31255366254954,0.242971426978088,1000
"3471",3471,0,2.00648441566383,2.99236264026109,4.00028562407468,2.00720093157715,2.9921258419293,4.000268433106,2.78072382920071,2.21365564748639,4.00135959947605,2.00646611345596,2.99344509684104,4.00002753765603,-1.9526358180813,4.22787505048306,0.699049541919774,1000
"3472",3472,0,2.00012420039719,2.99911433661172,4.0002329187282,2.00024179364793,2.99930964087438,4.00013215312574,2.63397110060632,2.4255684853685,3.93403445846671,2.00012788488755,2.9991976285525,4.00020924033745,-2.13536743663317,4.39933769553506,0.711312378853371,1000
"3473",3473,0,2.00175653396596,2.99758301548154,4.00022009224687,2.01150741778799,2.9883907228339,4.00004746761284,2.46243267924029,2.44015365425467,4.03158142505682,2.00501046462843,2.99450849435437,4.00016598545135,-2.26758496330191,4.47499237386573,0.44642776121883,1000
"3474",3474,0,2.00102665004062,2.99933928503853,3.99986852927799,2.00475458121712,2.99502463665376,4.00005131857984,2.78004850812602,2.17414961310999,4.01560901121896,2.0019143168681,2.99821935349254,3.99994229660831,-2.06423180517169,4.57783068745525,0.480745653058513,1000
"3475",3475,0,2.00078141256529,2.99876601584651,4.00014717427091,1.99687510093701,3.00202693676911,4.00034323194474,2.7197700167589,2.23034686094869,4.0168367716991,1.9989882352872,3.00029838632544,4.00022610730846,-1.76596166265087,4.21008513799746,0.431656749135632,1000
"3476",3476,0,2.00050223878257,2.99985518786144,3.99989423375955,1.99973778425804,2.99996389475374,4.00006749137201,3.66362873070817,1.39572203504986,3.94068437629501,2.00013427263845,2.99993813163874,3.99997751297893,-1.93521862319037,4.15307434451009,0.439525729084964,1000
"3477",3477,0,1.99611576531554,3.00423765661218,3.9999335710495,1.99482027823386,3.00603198094915,3.99963249551636,4.35154009650657,0.483253784129016,4.06035707582025,1.99553639114235,3.00502414461926,3.9998070701421,-1.95024928901538,4.20517676737767,0.611129404227752,1000
"3478",3478,0,2.01151162545834,2.98868790527909,3.99994893488726,2.01151266556916,2.9886889309467,3.99995187433832,3.89708330241517,1.08899527744053,4.00339567676888,2.00051293029764,2.99939180598416,4.00002334040339,-2.11850629945382,4.33868175475518,0.876967061348859,1000
"3479",3479,0,2.00229102263283,2.99682885478978,4.00032922950471,1.99125097968574,3.00797206036184,4.00026593240422,2.355755686673,2.61039219822365,4.01215689714992,1.9991868531758,2.99996898491338,4.00030544327081,-2.32569297678094,4.70974930148002,0.274849112105728,1000
"3480",3480,0,2.0099712087986,2.99077965158191,3.99975865107698,2.0074088517884,2.9928926169896,3.99990165369057,2.71287595012833,2.22904913637108,4.01805247446462,2.00875872223773,2.99183375714804,3.999807115966,-2.3232884723684,4.55092844131614,0.295779932096019,1000
"3481",3481,0,2.00097221092921,2.99962694553949,3.99982763189112,2.00092731210222,2.99958201117416,3.99983067043282,2.51155583584558,1.81386136143333,4.16911642112656,2.00037509249072,2.99962868387061,3.9999939382041,-2.2202155101906,4.31636447373427,0.527310508877848,1000
"3482",3482,0,2.00006156648272,3.00053604367963,3.99976679486509,2.00305510349702,2.99752880218845,3.99979595308858,2.27650534963589,2.66182186892552,4.02382217181575,2.00114430934043,2.99942583646959,3.99978898304579,-1.93464609263359,3.99416804466133,0.297474017201069,1000
"3483",3483,0,2.00600385588808,2.99412661265967,3.99994969034062,2.00295389253211,2.99587165541301,4.00038895680234,4.34156734048274,0.543993964066354,4.03653040848095,2.00464368777521,2.9949716287646,4.00012354465253,-2.15409790825074,4.17377778256585,0.682920081487808,1000
"3484",3484,0,2.00023417636359,2.9997282738967,4.00003854733384,2.00051919912224,2.99769457640062,4.00073935859751,2.51113904937703,2.55748133692186,3.91421160263607,2.00026398517028,2.99905847048331,4.00029423934453,-2.11565239952239,4.50532437629673,0.400545168990058,1000
"3485",3485,0,1.99779179658019,3.00301691789823,3.99968267242643,2.00022620591245,3.00021412687955,3.99979645967286,3.65646958831633,1.24382287221492,4.03388337251792,1.99795442148529,3.00269998163204,3.99973140496885,-2.54129735496815,4.75747277838134,0.322122245058939,1000
"3486",3486,0,2.00494747580524,2.99581046045354,3.99970122286123,2.00465096455942,2.99588105754195,3.99977361412471,3.28878622680182,1.46800941312121,4.07970588999234,2.00480036101868,2.99585551955478,3.99973427031108,-2.243069872841,4.62185622019417,0.247319701696204,1000
"3487",3487,0,2.00035255362426,2.99914273024752,4.0002028211564,2.00089620087637,2.99912180115401,4.00004531482091,2.46703165484418,2.6555542899052,3.90089897357677,2.00053069131284,2.999118942283,4.0001572517375,-2.54566670040133,4.75204746144948,0.408581265135985,1000
"3488",3488,0,2.00100801416639,2.99906393497078,3.99999254023686,1.99914686916329,3.00042756400032,4.0001488730364,3.27834024908905,1.6217155870155,4.03063070880091,2.00011847704675,2.99968749709026,4.00007668361883,-1.97343307015921,4.23942323069694,0.321458134774693,1000
"3489",3489,0,1.99773444875695,3.00236876461209,3.99997122345101,1.99778780766652,3.00241978016978,3.99994173771055,2.77112484473121,2.12876630182788,4.03006792617791,1.99686941305924,3.00315800421983,3.99999518525782,-2.11233535160152,4.31579035377668,0.577161819954104,1000
"3490",3490,0,1.99567748793127,3.00449689269431,3.99992213885469,2.00815976576763,2.99190223085757,3.99995530640986,3.35318843397076,1.59816393995921,4.01701800988838,1.9989020362792,3.00121577338776,3.99993959264034,-1.7875559696525,4.17204414661775,0.433701401265268,1000
"3491",3491,0,1.98999002580131,3.00885226751897,4.00044057984813,1.99260572962713,3.00648394832472,4.00033584562218,2.93955739912574,1.99408390917324,4.02464189504322,1.99120989360225,3.00771918232875,4.00040331173234,-2.76359571019777,4.8315500493022,0.763135272319467,1000
"3492",3492,0,1.9999333927238,2.99972104067164,4.00008702592799,1.99993348223311,2.9997210894669,4.00008547930508,2.40103637765281,2.47169493935166,4.03711476575764,1.99859097489335,3.00095541081415,4.00011946876678,-2.18935517542656,4.45302781277345,0.324254500380231,1000
"3493",3493,0,2.01553318702019,2.98598749575,3.9992871974849,2.02196031269619,2.97912321116408,3.99958949285749,3.02020736049387,1.92440657033529,4.02123412918289,2.01726989152463,2.98415007006738,3.99936471993176,-2.59178396442705,4.87187996604659,0.611710447399225,1000
"3494",3494,0,1.9970038371741,3.00272960171424,4.00011396895592,2.00046399673132,2.99969207696842,3.9999137689604,2.29076024860486,2.64077875794451,4.02488196479287,1.99845932104658,3.00133071097396,4.00008223517543,-2.12577201047143,4.14894722247634,0.51885621191973,1000
"3495",3495,0,1.99947260705755,3.00028627110706,4.00006761916722,2.00084628374609,2.99869213418911,4.0001438311654,3.04447259883387,1.82949306045002,4.03938843349369,2.00009926710438,2.99954858369177,4.00010602189917,-2.40573994547855,4.43309855655266,0.577518070682024,1000
"3496",3496,0,1.99610352090205,3.00383884652494,4.00001312297157,1.99396353170807,3.00561157785634,4.00004936724601,3.63829817271217,1.28393550681007,4.02663529509021,1.99493903043383,3.00472060529208,4.00009248367155,-2.05201179802536,4.125085516266,0.558352205478113,1000
"3497",3497,0,1.99142180828338,3.00837004980179,4.0000668875099,1.98714105031992,3.01308651734768,3.99994134861249,2.38275397288438,2.59920053312437,4.00593256270476,1.98987604392372,3.01005632208234,4.00002864018156,-2.2210094519986,4.48210943488463,0.70553585094227,1000
"3498",3498,0,2.00300677964634,2.9964934538903,4.00016713398816,2.00560547281682,2.99394009489916,4.00015722528783,2.43724014751087,2.44285544792056,4.04982635314016,2.0040664140345,2.99543415924869,4.00017143433146,-2.163392118023,4.02620174107949,0.431220641073428,1000
"3499",3499,0,2.0176796263128,2.98206394127751,4.00006295417181,2.00677570915443,2.99303600261263,4.00001520730916,3.08979639365681,1.83946883958274,4.02535166526423,2.01333446528469,2.98642214864616,4.00004824755611,-1.96706382425169,4.03098930491039,0.611148528774884,1000
"3500",3500,0,2.02218864995701,2.97753716224738,4.00008255801182,2.02007905081005,2.9795902727156,4.00009796400981,2.22444834706023,2.75513995244654,4.00662508783112,2.02116102905908,2.97852074834204,4.00009555642266,-2.64007569417237,5.12746549915539,0.534351275775281,1000
"3501",3501,0,2.00282682110727,2.99669151640276,4.00019021611346,2.00319513897507,2.99623323531518,4.00021459959851,2.87942447791167,2.03686469272868,4.02971375965578,2.00296276399663,2.99651362039511,4.0002021618242,-2.2836547722785,4.60281609027673,0.607039131028536,1000
"3502",3502,0,1.99743908792852,3.00299637302385,3.99986060559295,1.99744860115689,3.00300568780894,3.99985979686603,2.65773257159173,2.26265019245259,4.02338547075614,1.99586456783448,3.00453413970389,3.99987288874098,-2.26644475140358,4.50650256760202,0.260800633564648,1000
"3503",3503,0,2.00592256234772,2.99422066129166,3.99998904819293,2.00518059366273,2.99455624469514,4.00008756421882,2.3967209555184,2.57092088456333,4.0106613862525,2.00566297970722,2.99434610744864,4.00001761075323,-2.52658153024524,4.81804968756199,0.434756472580872,1000
"3504",3504,0,1.9997552323828,3.00008789400541,4.00001802250613,2.00197581104297,2.99841094510665,3.99984713565262,2.83041717649835,2.11589445466637,4.0178081659163,2.00078303266684,2.99924797236129,3.99995936538431,-1.93773539303414,4.13667035988121,0.429217173418492,1000
"3505",3505,0,2.01006513915594,2.99041417602642,3.99982555285065,2.01040623882926,2.99022387975338,3.99978822823807,2.13173676640812,2.79941382150174,4.0216040931761,2.01024594492027,2.99027064694857,3.9998188815635,-2.21636210954081,4.18289308384583,0.411864519293533,1000
"3506",3506,0,1.99897117661011,3.00051129367428,4.00019049250264,1.99751010933406,3.00141419700271,4.00038051417865,3.93542798605625,2.94226369435355,3.17480392222204,1.99866064478314,3.00056887831238,4.00027740946,-2.50318916342251,4.4834463180261,0.310402424351229,1000
"3507",3507,0,1.99413092398713,3.00608754000153,3.99989761670773,1.99323130945972,3.00737864990015,3.99978675284255,3.04126594521398,1.86544799009954,4.02855383476389,1.99368778623552,3.00670208581279,3.99984842704748,-2.01647262753903,4.12989889006023,0.597464030769627,1000
"3508",3508,0,2.00120601420365,2.99946336497036,3.9998493773305,1.99786228185522,3.00142798647153,4.00037574375558,2.53018887174963,2.38643257242467,4.03021304202986,1.9996925952679,3.00045084550755,4.00004741040396,-2.01749826546298,4.31544169402039,0.591309367267562,1000
"3509",3509,0,2.00143218538785,2.99923478550615,3.99979372298252,2.00193084435138,2.99882075148652,3.99975669952123,2.31210707818364,2.66246071867297,4.00823510524375,2.00167008538324,2.9989849001632,3.99979451991659,-2.27821862462591,4.55648286207121,0.672707632951605,1000
"3510",3510,0,2.00370004637352,2.99611450834416,4.00008491937405,2.00370004637352,2.99611450834416,4.00008491937405,3.46931371502459,1.41208425311741,4.03553948995997,2.00267364891464,2.99699891672786,4.00012810989441,-2.70689647531166,4.89082156025684,0.292485800911218,1000
"3511",3511,0,2.00423007941283,2.99589702751341,3.99996828027602,2.00423016704835,2.99589701192909,3.99997060472263,3.79663099398991,1.13930664525963,4.01798521233294,1.99885811984699,3.00136927685657,3.99994117120467,-1.95422969419403,4.39602603343445,0.51799581291295,1000
"3512",3512,0,1.99834092769507,3.00113058178314,4.00018966156906,1.99854523559675,3.00085267881866,4.00022163607271,2.32854369056691,2.58123299095418,4.02860231758137,1.99843927586003,3.00097822601386,4.00021096133057,-2.02240039353446,4.21733132892643,0.61220499750053,1000
"3513",3513,0,2.00018862150502,3.00001533877428,3.99996162614942,1.99926314131605,3.00044452928989,4.00009850723809,4.47956732051834,0.421663804904304,4.02971483832063,1.99973752363465,3.00022981902125,4.0000296483886,-2.17583951582879,4.25147641525579,0.778359063892211,1000
"3514",3514,0,1.99712581682715,3.00172708598702,4.00032501617134,1.9962244202989,3.00320215623693,4.000139714401,3.84566915427591,2.03503585221057,3.54743655847048,1.99727654258356,3.00175133313545,4.00027168119935,-2.28226472552512,4.5834037988203,0.371531802079626,1000
"3515",3515,0,2.0056801940304,2.99407102283424,4.00007816263818,2.01185759745967,2.98826987494533,3.99996162098569,2.9857157190444,1.95627872635135,4.01892211303362,2.00761205562301,2.99223897292266,4.0000486058986,-2.16458633610977,4.20509744303672,0.431758656076214,1000
"3516",3516,0,2.00549253417342,2.99652600802224,3.99925278802765,2.00655141197012,2.99437427804041,3.99965997665899,2.82507621963649,2.02652528286846,4.05087113164127,2.00545912232187,2.99616704489529,3.99939607875894,-1.654261729284,3.7246259118257,0.575827145596032,1000
"3517",3517,0,2.00242127945108,2.99725393064885,4.00007253104916,2.01050829209957,2.98952646802618,3.99994449146098,2.50868358171875,2.44042578722369,4.01842391734885,2.00573556771344,2.99406532438657,4.00002782471333,-2.46702211022208,4.65123651222163,0.374304231564324,1000
"3518",3518,0,2.0048038473632,2.99564514945004,3.99985371624651,2.00317854431449,2.9968684714652,4.00000655269866,2.26471309302703,2.48216462596847,4.09293018087512,2.00411633268627,2.99615990177424,3.99992021183471,-2.54574552814374,4.69075448738379,0.265410524028494,1000
"3519",3519,0,1.9985596432227,3.00104059757613,4.00010240546959,1.99852723238143,3.00107071875413,4.00010132168619,2.73857559482196,2.17824797661466,4.02110374623468,2.00156862351546,2.99821212213725,4.00005487328749,-2.07946506882112,4.50037767217511,0.407727332838122,1000
"3520",3520,0,1.99936825478641,3.00007577299092,4.00018995716771,2.0014097822711,2.99834452704136,4.00010625929008,2.20350945637421,2.47307333118615,4.09914193018449,1.99955162378077,2.9999431452608,4.00018109308237,-1.99808227229838,3.94811367947293,0.592209111545228,1000
"3521",3521,0,1.98608778291531,3.01356226887689,4.00017418209497,1.98362717616931,3.0160757862146,4.0001534447808,2.76499162094379,2.18507856750991,4.01848927927017,1.98491243032598,3.01474490615379,4.00017092679826,-2.42257284030948,4.60721668011402,0.518740161027031,1000
"3522",3522,0,2.00771617516151,2.99322921965814,3.99974154038524,2.00769744451043,2.99321029349604,3.99973648160683,2.06971427572332,2.88508332133652,4.01388290031953,2.00482630561085,2.99574899087603,3.99985678731496,-2.16195866282074,4.27663181429743,0.793134719123438,1000
"3523",3523,0,1.99308307172967,3.00669243757827,4.00006942846231,1.99411924337413,3.00574082089356,4.00004027958372,3.45579272676933,1.52293526639378,4.00642809889624,1.99371964540088,3.00612602849209,4.00004499738278,-2.12411561653496,4.22588839888963,0.626972200348297,1000
"3524",3524,0,1.99625944618793,3.00364325349655,4.00002215286867,1.99656874277159,3.00325257541366,4.00002937122663,3.25491334041883,1.627039174455,4.0410247009456,1.99639690327471,3.00346136508004,4.00002793781555,-2.09358639730279,4.3056272164739,0.60306644611113,1000
"3525",3525,0,2.00076852483348,2.99910758538152,4.0000414970446,2.000759564584,2.99909866500358,4.00001633014868,2.26940731578077,2.51841669104799,4.05964654637045,2.00070056500463,2.99909225008729,4.00006686929177,-2.4484174464922,4.62934919873777,0.297807133244965,1000
"3526",3526,0,1.99949964100691,2.99988008336653,4.00023786027806,1.98622938797943,3.01383428162358,4.00001530393026,2.69120455227742,2.2377853097097,4.02355793843644,1.99663975155272,3.00292526022906,4.00017815374535,-2.2875620820675,4.67970296888182,0.462065416962211,1000
"3527",3527,0,1.99754010666039,3.00323164185127,3.99965325015343,2.00065294140509,3.00031086286,3.99957344741448,2.06636524722324,2.82904447206176,4.03559866204661,1.99821775860063,3.00262569608683,3.99962200090126,-2.05860822453972,4.16776388090142,0.581379729511011,1000
"3528",3528,0,1.9978550611224,3.00099686191481,4.00034056233412,1.99225554618494,3.00697294076624,4.00020582526174,4.145295023538,0.734945150632261,4.03841910317097,1.9963828412327,3.00256863549539,4.00030447593757,-2.14749582272426,4.11355956712389,0.645482019524528,1000
"3529",3529,0,1.99836031422602,3.00077163885675,4.00027562021037,1.99836137177704,3.000772529827,4.00027907486976,3.52383818338489,1.36188363320226,4.03743552696973,1.99738180089572,3.0017375711734,4.00028212751423,-2.82807224183095,4.95139499956948,0.439463156814677,1000
"3530",3530,0,1.98991733552131,3.00994155604757,4.00002261390899,1.9900427069731,3.01015315383838,3.99994008444615,3.20277390661952,1.74546022060199,4.01706661040908,1.98987780597714,3.01013445121268,3.99998046419182,-2.51857865489917,4.5810032801783,0.546872249472379,1000
"3531",3531,0,2.00068997256247,2.99993858508819,3.99982943677988,2.00068997256247,2.99993858508819,3.99982943677988,3.1509390358483,1.74619582835894,4.03001803671863,2.0028120879413,2.99773176121158,3.99985319205218,-2.6795939984399,4.73658243629361,0.401964644303605,1000
"3532",3532,0,2.00015163094639,2.99850068016398,4.00052843767721,1.99974368525101,2.99870548925703,4.00059168533617,4.68454078451852,0.178172116961124,4.04900592828853,1.99992546682081,2.99863487102062,4.00055760872309,-1.80443846927185,3.95673065281739,0.770688129321489,1000
"3533",3533,0,2.0003635457577,3.0001551909574,3.99979144005103,2.00030158955659,3.00098468544514,3.9995519465041,3.8450657745698,0.988972006532499,4.05810814471808,2.00029430523571,3.00054173973592,3.99969258659889,-2.35444114976982,4.46638681369169,0.407191056470526,1000
"3534",3534,0,1.99965618608686,2.99955787535179,4.00028729596296,1.99895740577741,2.99962474118198,4.00049299378774,5.28650734906081,1.33076272003171,3.20332118362542,1.9993800815007,2.99959116008131,4.00036801688759,-1.95711051373659,4.16676814487251,0.697697628480952,1000
"3535",3535,0,1.99619256990603,3.00372182907953,4.00003280485588,1.99619256990603,3.00372182907954,4.00003280485578,2.40955815546411,2.4662432282867,4.0375848418265,1.99560432643653,3.0042387509715,4.00005477146095,-2.42910139221387,4.60006537866951,0.351051343699704,1000
"3536",3536,0,2.02667211122307,2.97411880497929,3.99975603772555,2.02667211122307,2.97411880497929,3.99975603772547,2.92871803937487,2.05987067815832,4.00335115426109,2.01919068521969,2.98161864356178,3.9997505417029,-2.24063307218072,4.42700510327,0.403254972710091,1000
"3537",3537,0,1.99831326655907,3.0022610454614,3.99981089084482,1.99816203280219,3.00233874200318,3.99983504772887,2.38541487610152,2.57700972050524,4.01149950017654,1.99824221745758,3.00226168826851,3.9998338135829,-1.86454220543776,4.29047378502876,0.646671549810619,1000
"3538",3538,0,2.00857912256164,2.99158691021371,3.99995663332489,2.0085036817326,2.99151126290676,3.99996690808224,2.35821478713843,2.58742625288302,4.0151890918982,2.00594636460422,2.99370235338534,4.00011495621523,-2.11327542331051,4.80445807294455,0.173284789499134,1000
"3539",3539,0,2.00097943209147,2.99900262185149,4.00000551512958,2.0009806246434,2.99900366624929,4.00000889664369,4.44208847896019,-0.350036877122172,4.2197835449607,2.00074996171432,2.99909064746502,4.00004829585333,-1.9816816629086,4.19806406055343,0.411472155687498,1000
"3540",3540,0,2.01195124225903,2.98897324229582,3.9996112871151,2.01454293946305,2.98576610686049,3.99983766537836,2.80368972385959,2.12736173778826,4.02547404197835,2.01316190822466,2.98751734178974,3.99970191462675,-2.09545821438558,4.5262481726714,0.596087247480867,1000
"3541",3541,0,1.99833254981161,3.00165300168881,4.00001627252384,1.99833294961043,3.00165338664322,4.00001752366838,3.30977311705071,1.67131579652345,4.00485597707689,1.9902628651598,3.00941088317822,4.00009723987012,-2.60177667487708,4.76810604555879,0.703609397261722,1000
"3542",3542,0,1.99624108161331,3.00391273708407,3.99995035092176,1.99472710980702,3.00533353333213,4.00000355334917,2.14128841015476,2.73304906076964,4.04464156467406,1.9954977538996,3.00459619875907,3.99998196180112,-2.27998492479014,4.31403625165136,0.535638109705448,1000
"3543",3543,0,1.99874758120773,3.00065392342902,4.00019012417033,1.99874758120773,3.00065392342902,4.00019012417034,2.08426200470792,2.29671764571679,4.1344868622818,1.99898778116359,3.00071165573364,4.0001024231878,-2.29714639447124,4.61116239142686,0.20173871026009,1000
"3544",3544,0,2.00266202329984,2.99735881570076,3.9999804270479,2.01967065661802,2.97940708510704,4.00036034026839,3.81216171498465,1.03440070735896,4.05423856124698,2.00477182735038,2.99487732862223,4.00013030518099,-2.38212107831018,4.72537658324584,0.485516151067769,1000
"3545",3545,0,2.01373925383533,2.98661627635957,3.99989256294702,2.0137340422931,2.98661100776798,3.9999115536351,3.15945115793653,1.80604372224526,4.00940010762935,2.01097563622151,2.98891949147373,4.00002706393353,-2.20817600410565,4.53512027615878,0.433977840629208,1000
"3546",3546,0,2.01035314876752,2.9902694724581,3.99984849258384,2.01160726776187,2.98892713702716,3.99988549538448,3.02035497045963,1.89530124994918,4.02512757948437,2.00461828883044,2.99590629198413,3.99988368692529,-2.25420850113511,4.28272180521106,0.625170929570703,1000
"3547",3547,0,1.9972671808762,3.00222023844323,4.00024959672441,1.99540888058949,3.00322443245185,4.00064156371432,4.24966231714426,0.582879357624012,4.03132726445704,1.9964416963468,3.00268353793357,4.00041038937245,-1.94706586733505,4.1615105760913,0.484187227256522,1000
"3548",3548,0,2.00446081883627,2.99466326713239,4.00038709659029,2.00083494078025,2.99796791011378,4.00046596659572,3.59859660640745,1.31453593924956,4.03122053362858,2.00288730366592,2.99609582845163,4.00042453771995,-2.00087025941245,4.3098686178862,0.782571980140927,1000
"3549",3549,0,1.99923271672315,3.00075430973136,4.00002988729795,2.00192689190391,2.99787140424373,4.00006667304197,3.92135633463083,1.01402629774349,4.02305061843875,2.00050204001742,2.99938449488039,4.00005342687342,-1.83530611458286,4.27497207348383,0.68351554878173,1000
"3550",3550,0,2.00502368890943,2.99485942908697,4.00003910508281,1.99272562973136,3.00756097229854,3.99990314215044,3.84200010169963,1.10092031543904,4.01904275237057,2.00131418335649,2.99872414122804,3.99998619883966,-2.25708392995165,4.48851609990736,0.354324676981119,1000
"3551",3551,0,2.00570219638379,2.99406152898439,4.00006667041032,2.00571008444884,2.99406933060784,4.00006788315273,4.13775596367436,0.813811436394039,4.01424345641355,2.00447709119111,2.99538430004622,4.0000379586707,-2.04821123111475,4.04845866494886,0.489061305783544,1000
"3552",3552,0,2.00663396422381,2.99323760504459,4.0000251804803,2.00860892610627,2.9905325345752,4.0004148764626,2.55787652626167,2.42217764588992,4.00652292913374,2.00785766612816,2.99204063426827,4.00002994546037,-2.06415086231465,4.38453677100537,0.605895494073526,1000
"3553",3553,0,2.0004163843517,2.99982481823959,3.99994179902201,1.99949743234734,3.00067869205646,3.9999583364824,2.64006592054635,2.32904375081128,4.00766686902423,2.00021882972134,3.00003468808281,3.99993913032955,-2.3099336640945,4.12295317931176,0.442281171043667,1000
"3554",3554,0,2.00021151333555,3.00011782306289,3.9999043187653,2.00014732682986,3.00005408651774,3.99991512301708,2.08452468760286,2.88421364100931,4.00880618805616,2.00365889804433,2.99627782241437,4.00001465113389,-2.81275320151979,5.14589511866429,0.771520241068875,1000
"3555",3555,0,2.00637387488028,2.99268357428399,4.00038383873369,2.00798104803524,2.99071235036611,4.0005365019441,4.2064388108263,0.686952879551988,4.03815820959898,2.00683888353311,2.99205492585052,4.00045231069028,-2.00833963382714,4.26681693946744,0.490702262119218,1000
"3556",3556,0,1.99646211706179,3.00225729599677,4.00049954190592,1.99465793731807,3.0039113586792,4.0005715336461,3.51956423181301,1.14851524164102,4.10873908551513,1.9959127983996,3.00273990046007,4.00052865231389,-2.59154986490304,5.12055780927452,0.109771967553769,1000
"3557",3557,0,2.00957601291858,2.99083376871888,3.99984585717258,2.01510453341459,2.98553524999615,3.99977218588494,3.67073509824203,1.30863490925237,4.00726088713643,2.01144252670671,2.98905607620468,3.99981753019565,-2.26079412989586,4.20516466026333,0.677720115580932,1000
"3558",3558,0,2.0056879917209,2.99582140340748,3.99932439945186,2.00266133659857,2.99951139827396,3.99906945010838,2.22613382773151,2.60062968768866,4.06278252323354,2.00492762487857,2.99684513912702,3.99922306647603,-2.27160763874031,4.38723562087467,0.396608694290615,1000
"3559",3559,0,2.00098598342234,2.99841765322799,4.00019476573171,2.00098529097194,2.99841687591013,4.00019035179137,2.36063317028784,2.36966471723559,4.07229496868661,2.00068571118689,2.99886799888854,4.00014594747312,-2.10388903659285,4.31680137362252,0.69940018670412,1000
"3560",3560,0,2.0071762092092,2.99243028836127,4.00013732885553,2.01363291417685,2.98627337828368,4.00005410268666,4.03238668142135,0.86639258376397,4.03169720044082,2.00780613813792,2.99187092942957,4.00012019452254,-1.77900110229963,3.9995724758504,0.618605712059055,1000
"3561",3561,0,1.99302939852809,3.00723167461073,3.99992340582742,1.99291824424606,3.00712167044504,3.99995018090837,3.22278417340551,1.7117728738397,4.01824506134704,1.99928647456745,3.0005506046066,4.00004600886579,-2.09787684271723,4.12106498762594,0.530820431750038,1000
"3562",3562,0,2.00663658702416,2.99298280679845,4.00017949562318,2.00815118883256,2.99300779260153,3.99964642691924,4.42981433613603,0.361233339679227,4.07814964500975,2.00726004435429,2.99290236273167,3.99998661464225,-2.38271527570891,4.74761973047426,0.293765138203757,1000
"3563",3563,0,2.00185624380119,2.99878900071336,3.99978558080427,1.99886412094886,3.00195932969452,3.99973141902906,4.26600491184128,0.67697266428922,4.01930781800769,2.00041762193869,3.00029745936313,3.99976457181952,-2.20387141441106,4.32335017592812,0.620065266870214,1000
"3564",3564,0,1.99786537425175,3.00208482816859,4.00001326223509,2.00211419013442,2.99795168974466,3.99998442595703,3.67818647924748,1.30924368226534,4.00307736016765,1.99929780904699,3.00060213072568,4.00002488375561,-1.90614837364795,3.89568443003398,0.704667752956428,1000
"3565",3565,0,1.99489700808813,3.00491576664088,4.00004742012555,1.99489906118069,3.00491792694595,4.0000563614817,3.08284449017892,1.87780720659529,4.01178143122299,2.00253708734058,2.99692054256356,4.00016139719203,-2.16186884056675,4.43898177736135,0.578208635923899,1000
"3566",3566,0,1.9942064891505,3.0053922755998,4.00009908742734,1.99453933854431,3.00460100009216,4.00026837154633,2.38784228556718,2.42090059285779,4.0639629700749,1.99432998536512,3.00504822878309,4.00018107912878,-2.62272587070531,4.76784224105521,0.189678847734421,1000
"3567",3567,0,1.99426731762147,3.005219266696,4.00018638627142,1.99337545413875,3.0059016073017,4.00022327842435,2.48375828673928,2.35316008172038,4.05103495523753,1.99386947808502,3.00553516681896,4.0001986789404,-2.13694092477094,4.23226021457547,0.477197253147468,1000
"3568",3568,0,1.99669007111039,3.00329265934488,4.00002569196663,1.99552981323319,3.00440355618863,4.00005695480683,2.25188427017848,2.63966300825475,4.03507742347897,1.99627947644029,3.00364739869066,4.0000519020826,-2.38056904563225,4.73986415822092,0.509692908283748,1000
"3569",3569,0,2.00391398512245,2.99586867395927,4.00008121417132,2.00391461274326,2.99586933602832,4.00008469776604,3.22560128236045,1.7121394743665,4.01892299539818,2.00609134739678,2.9935634010517,4.00012324548486,-2.298416426197,4.61700870370532,0.372694204118047,1000
"3570",3570,0,2.00458446447597,2.99565062671415,3.99996620678679,2.00247026049998,2.99744861779539,4.00006782114655,3.16993764466023,1.79486049549407,4.01153317377582,2.00385682509231,2.996259490145,4.00000441121476,-2.36751702547103,4.3783908690963,0.668289100927324,1000
"3571",3571,0,1.99964110973539,3.00037582505891,4.00000604602107,2.00003874712841,3.00032127375405,3.99990555725119,2.66369336816418,2.29357270330165,3.97725137273536,1.99978045949113,3.00034485425902,3.99997675180438,-1.88397182552914,4.14702940536007,0.412851267357801,1000
"3572",3572,0,2.00123254539416,2.99904406362418,3.99993454018864,2.00098245767112,2.99908798923012,3.99997384393463,3.27084047508742,1.5295987638441,4.06203791708572,2.00114331359537,2.99908792136225,3.99993762836449,-2.26975326888347,4.40350984902575,0.462284264718268,1000
"3573",3573,0,1.9885826390508,3.01186695308573,3.99984206942179,1.99674233036745,3.00353797698225,3.99988531354474,2.53205861414008,2.41752838482734,4.0154772535,1.9905712563965,3.00983169050235,3.99985246381189,-2.49030481741053,4.93630097532055,0.434265232229528,1000
