"","rep","our_beta0","our_beta1","our_beta2","cc_beta0","cc_beta1","cc_beta2","naive_beta0","naive_beta1","naive_beta2","gs_beta0","gs_beta1","gs_beta2","n","q","our_beta0_se","our_beta1_se","our_beta2_se","cc_beta0_se","cc_beta1_se","cc_beta2_se","naive_beta0_se","naive_beta1_se","naive_beta2_se","gs_beta0_se","gs_beta1_se","gs_beta2_se"
"3359",3359,-2.17115775262599,0.154784863646673,0.295381882561712,-2.39344587174328,0.266146152288369,0.331806972042311,-2.16954388245171,0.0692467793355878,0.333999075568701,-2.32911920931591,0.309488693455761,0.283900535305648,1000,0.75,0.171358348037127,0.22441102849291,0.0946981603850532,0.224176453532481,0.281759275405307,0.12475643306044,0.192771296727388,0.246235279041287,0.108396677206909,0.18822943768686,0.234995273837245,0.104809142503965
"3360",3360,-2.67018104695982,0.476230599473262,0.287425534267599,-2.48656279479254,0.18035716347333,0.216623818324572,-2.67630103633624,0.458540726695608,0.242109144025433,-2.57001658080642,0.324306573683134,0.272571786697841,1000,0.75,0.21822662283491,0.274332328266348,0.105974839914658,0.245620527352033,0.315407653140186,0.145806492471365,0.245192144505205,0.299718099056653,0.122189757232558,0.219673989588041,0.276823051388166,0.119691367250865
"3361",3361,-2.32951922903631,0.173746798761067,0.248505644869356,-2.44030085149093,0.236200465476277,0.148283853815128,-2.47487723575016,0.342847367251676,0.174350583161613,-2.45453147997832,0.329646866683838,0.183721012039994,1000,0.75,0.174771652652327,0.237168923294848,0.0986379368179442,0.22209295261237,0.289333296432466,0.137422905783456,0.21464103294909,0.273812572666361,0.118744338624723,0.192866364186112,0.249401987121411,0.112638003018076
"3362",3362,-2.09994705348062,-0.0873850297291589,0.195418388406924,-2.1310125734295,-0.0080656803756852,0.0974092092930304,-2.05000640503388,-0.148068118638581,0.181943515204134,-2.06954717406393,-0.128884795138193,0.175591107074537,1000,0.75,0.146784302588348,0.210851971796987,0.0968431325842648,0.184336157612855,0.250852068730288,0.12109028634393,0.172775952794067,0.23244371570333,0.109786234636246,0.15457097095826,0.21652336683326,0.106317364361246
"3363",3363,-2.21146828729247,0.319713820244014,0.000351214352472832,-2.2183690275044,0.327098504247122,0.0960168714325946,-2.11547888398805,0.162836885147729,0.0703804841652445,-2.22342266161045,0.337698030446501,0.0308510799074666,1000,0.75,0.162772633922272,0.218573548295432,0.0940663189547067,0.191557933319587,0.250246040607214,0.116454994944338,0.174581688260555,0.232542144064605,0.10756170950194,0.167819618601789,0.219029918554114,0.101873115327837
"3364",3364,-2.28224859126889,0.27733245586306,0.136048222427649,-2.27919856526127,0.131622404828503,0.180848376235669,-2.40166847683064,0.390511194139945,0.108864427451015,-2.29983652427557,0.251824699262717,0.146760283701821,1000,0.75,0.172065503988103,0.229111331935416,0.0957810827933542,0.211530846226175,0.280002644100161,0.125862545848009,0.201636726013812,0.254604732849062,0.109379657373802,0.181671844766147,0.23555055884287,0.104853789278587
"3365",3365,-2.30801885748304,0.422506570734662,0.0705709618756454,-2.52764070364261,0.800204247515931,-0.0223130687611934,-2.30831381901105,0.428472681208726,0.0693069942695139,-2.31951940803933,0.463847744809702,0.0619352553672958,1000,0.75,0.175032425222392,0.22990711309026,0.0990187735798665,0.220285973471252,0.273110615569405,0.119245859634802,0.187908958655031,0.237498420811225,0.1065346178955,0.177480432997837,0.227548381427034,0.104842319184407
"3366",3366,-2.69114745229977,0.697373215295658,0.214888156445065,-2.40461709959472,0.457552481034017,0.249612846170631,-2.41474053172002,0.361152803277076,0.273556287551404,-2.60651862063407,0.650622194534923,0.217054681780254,1000,0.75,0.216640505267495,0.268711913817398,0.100808773005444,0.223866629742682,0.280463214365857,0.120044598308718,0.209643507868821,0.265057418044227,0.111606817951578,0.208330739536886,0.255691078057919,0.107009022191841
"3367",3367,-2.03269084659473,-0.125644843479929,0.294332752016782,-1.95839866191921,-0.250619616641714,0.360811369347408,-2.04349122840836,-0.099208789966765,0.302048419440741,-1.9767252918281,-0.215363073592996,0.329783440447945,1000,0.75,0.156793318629826,0.219784220364917,0.0976167084217932,0.179991834578884,0.252796931924933,0.125137056798282,0.180700750498982,0.241163829726035,0.111621014237212,0.160033754576803,0.220979127494553,0.106871123442067
"3368",3368,-2.15824740506956,0.289956880605446,0.187713190273465,-2.30785388681659,0.236709014622037,0.363825383136198,-2.1776670295863,0.210594012613495,0.258570694572666,-2.19702000697511,0.251399340973232,0.252084841814018,1000,0.75,0.162232997354438,0.219982867733295,0.0932599602930145,0.204758275579494,0.265291423611256,0.120845873454278,0.185505448078388,0.242095966780121,0.107058089168559,0.170135857956618,0.223485979017125,0.102429765185683
"3369",3369,-2.17621111921736,0.023763028407924,0.190530812816586,-2.27162969050428,0.0153623144199908,0.304792162345576,-2.21239107833889,0.0209845026769452,0.232863355267582,-2.21276804620319,0.0226447866540231,0.233092785698056,1000,0.75,0.16256595882149,0.226208328768351,0.0995542274989714,0.19556363641698,0.262134898785418,0.12442693925219,0.18335383510384,0.24421526051578,0.114224502353193,0.167576956115785,0.225234608324272,0.108298876879694
"3370",3370,-2.00340889117742,-0.103678372904812,0.190978587035812,-1.95991379355591,-0.24549608689311,0.301830097869493,-2.07552573936447,-0.0111457679206452,0.195661643661259,-2.02949794253984,-0.0871722563971872,0.215351305086164,1000,0.75,0.15176913077047,0.214203570282669,0.0984162743181057,0.181175419799251,0.253102032090157,0.122169299085498,0.174469616642704,0.232832174072683,0.109613805491781,0.160943184814253,0.221180400194797,0.106985217424289
"3371",3371,-2.24342018120067,0.303922398547952,0.223769014463505,-2.44575600725664,0.496019779516822,0.125995799070039,-2.57434561325495,0.707617118910042,0.109716642543188,-2.2825460432501,0.318280487473153,0.201422907169976,1000,0.75,0.169515662027574,0.224955837408199,0.0945400288466197,0.226759089677887,0.284052280635197,0.124907769525773,0.22060283414586,0.26591680332628,0.108515711540115,0.184893321360777,0.236011466622246,0.104743751116545
"3372",3372,-2.30937003398857,0.0243376012353418,0.446354899652121,-2.4367039846741,0.181392384531504,0.396106647457327,-2.35554156161741,0.0778280814404382,0.428645028167248,-2.35027163616469,0.0730242877520024,0.429648463472252,1000,0.75,0.178593558244234,0.238323194900142,0.102222161155208,0.228843390255759,0.289512932733824,0.130789914491937,0.20635253449222,0.260880101947999,0.113876551519921,0.193229413899021,0.248436546856767,0.112656230809149
"3373",3373,-2.34831364584324,0.259262075911148,0.216269396107602,-2.23579256477287,0.119223232456053,0.252073028072413,-2.17577717367963,0.0023298443441822,0.280811455972217,-2.32797747637619,0.241607824806683,0.221334415566838,1000,0.75,0.181373758944203,0.240672389282669,0.104107166205385,0.202668051355301,0.270995663618088,0.13169592059007,0.191540714842236,0.251967377517414,0.116792984530196,0.183728127895959,0.239193230066181,0.113015856310713
"3374",3374,-2.25724303140557,0.0278729456710688,0.345759125639614,-2.24791578949752,0.0277072914823719,0.204094351828287,-2.44005770108898,0.30186282436061,0.21913357290719,-2.25512428320304,0.0352253396740606,0.289413382642259,1000,0.75,0.173643606764877,0.234711124113011,0.108253155562433,0.202803891327974,0.268867289870021,0.133480170909071,0.214532942304423,0.269647061767453,0.12319799789245,0.18179500658941,0.241222691423418,0.117995515228057
"3375",3375,-2.55276643850238,0.376692303475003,0.274019879912649,-2.51402353326544,0.396758101413671,0.265836202233147,-2.60954957174762,0.462987756012219,0.248291344179725,-2.51423034805142,0.349042937255379,0.276067071506719,1000,0.75,0.204024753164043,0.258349580704986,0.0998591162465713,0.236737313715861,0.293639482377814,0.127885533082759,0.236818152607472,0.287198894870862,0.114518926125285,0.206924482859362,0.257527000310645,0.110103054110455
"3376",3376,-1.95267184739987,-0.240596173321694,0.411432023517337,-2.0447953190248,-0.13482169765414,0.370470449196224,-1.88872413610635,-0.355144222512431,0.441091246629357,-2.01244714095398,-0.16010565154132,0.388154727646272,1000,0.75,0.146195867487446,0.208254439557168,0.0923693995362871,0.183512176088419,0.248687049946767,0.116903708676275,0.164096143612573,0.229173093835007,0.106407002507293,0.156358525114188,0.214973868761937,0.102308906387836
"3377",3377,-2.39626049477622,0.347809155666896,0.174935810229678,-2.33094605761765,0.149907581997411,0.175614611308597,-2.47158825927947,0.410221903022273,0.141864812254078,-2.43268037931599,0.370940150562274,0.155575813245355,1000,0.75,0.178752293742958,0.231293057878216,0.095709120601496,0.211593810201807,0.275841800911814,0.129233393796223,0.206302545460643,0.257087002381573,0.110957110022736,0.188349704717612,0.239121762689321,0.107512856845603
"3378",3378,-2.11129180952654,-0.130564057135227,0.26331082633687,-2.15986705053887,0.0812887496873149,0.183493314807277,-2.01219949397662,-0.232857923498369,0.281106567909652,-2.12842268265159,-0.0516818149529529,0.232988768353206,1000,0.75,0.165459423504595,0.234591467431549,0.100325020232141,0.194776452082652,0.259084196780903,0.12035368631028,0.176086371574719,0.240951931868576,0.110541416378851,0.169117995646714,0.229194403126485,0.106590675777521
"3379",3379,-2.22618969984855,0.142824022604885,0.127685071076703,-2.21611421980452,0.104865441630964,0.0606975558490373,-2.10917696663717,-0.0492234192935527,0.146676481146676,-2.26280066392211,0.19391236922533,0.088502465330083,1000,0.75,0.163314233217571,0.221574438405301,0.097295401940093,0.193783538131142,0.256392889710108,0.12468294757597,0.182447392320055,0.243073021790712,0.11283084374944,0.171889546349141,0.224556362848742,0.106550873536814
"3380",3380,-2.38064413044894,0.396238821200823,0.277687041435812,-2.36517759773045,0.391205209195382,0.145022738024342,-2.48880875333899,0.536879929814256,0.195842351530423,-2.41376054255892,0.453435842171974,0.217369297068565,1000,0.75,0.18090822240895,0.23299738351735,0.0925397332845988,0.215180760327214,0.270435679663999,0.118552038749124,0.212657408904777,0.25947303928915,0.104809494573046,0.19034928600515,0.237819267403956,0.101454536006206
"3381",3381,-2.32308311455268,0.34046045894618,0.080070723719557,-2.36001140909106,0.310794833118883,0.0815283119352573,-2.24354211423149,0.182102999702042,0.11523102194015,-2.39279061585103,0.409479763988833,0.0628576485540706,1000,0.75,0.174990006101989,0.226821223967463,0.0979202775200873,0.213748783080105,0.272875500490035,0.131058397015064,0.1899654934876,0.243194642673716,0.11203820977728,0.188453879260825,0.236723351902479,0.109086618400867
"3382",3382,-2.49437701753252,0.782264505259631,0.0103455652594998,-2.30982555886086,0.54885354145276,0.110907285509287,-2.28729513978387,0.509989431977781,0.0693813410154132,-2.32265765020672,0.566992266689533,0.0680464373622329,1000,0.75,0.196926795608475,0.231976094759156,0.0872744582597496,0.222123640695245,0.260661193548996,0.109703097589257,0.195936313272953,0.234625423871773,0.0989686576128613,0.188550866707143,0.224410748008952,0.0957958207138494
"3383",3383,-2.25264087161951,0.112818705167519,0.0803372729404018,-2.34246168064882,-0.0250227971066338,0.183684032685735,-2.26634875733012,0.0351021125633956,0.121307210689889,-2.27940982359436,0.0575585986421688,0.116770897083004,1000,0.75,0.177919954905646,0.237967480019728,0.104666048049518,0.221155396207921,0.290966830066313,0.138644007081303,0.199887225769491,0.257167328218648,0.120252926919127,0.180897111397637,0.236606799316798,0.114475050493969
"3384",3384,-2.17011254738363,0.0323491957387892,0.235281250620068,-2.33406903566336,0.347262599955834,0.0813636929783611,-2.160432646033,0.0376501644123934,0.204913244015122,-2.25791970962683,0.193576909936389,0.168968089117765,1000,0.75,0.162508646705202,0.223722911740118,0.0973233235700031,0.20922478211966,0.271088755330704,0.12468909415878,0.183264526851623,0.243862948938321,0.110674544144349,0.175218686853249,0.229626921849012,0.105906301592144
"3385",3385,-2.69841911276795,0.373187244975458,0.255867362733722,-2.65455985403034,0.448510397314539,0.182598109815494,-2.7805644251254,0.522519198127939,0.192316360394659,-2.69137935762842,0.416805318789417,0.223244518976908,1000,0.75,0.214928797127296,0.279446072199505,0.117684795261138,0.24262708714029,0.307588907699764,0.137084927267483,0.247662078286063,0.305515638813543,0.129601368654081,0.218993300939545,0.276748084922614,0.124217985895551
"3386",3386,-2.57554425092032,0.693246053673322,0.116354564401804,-2.37140284515944,0.297110290022169,0.182853177174491,-2.68942649489678,0.781708062460573,0.0826557033474828,-2.44837557726137,0.479379836061389,0.156775305878555,1000,0.75,0.2014261765273,0.243170764545464,0.0948500338692673,0.221012898616447,0.277402213570162,0.131987771884408,0.234206229817235,0.27512922888344,0.111602575474339,0.198144511456942,0.241790519251267,0.107099742063381
"3387",3387,-2.45124361375094,0.562551324664153,0.183005138613586,-2.30928568113733,0.352275715500912,0.130491008159665,-2.51360932290819,0.625517448621954,0.128970846185991,-2.38584254538349,0.471071209575286,0.169773502436458,1000,0.75,0.190096435627222,0.239338483251586,0.0951950686247778,0.212314140225615,0.265523142765007,0.118835309226899,0.21445693383181,0.258610859831909,0.105961887304314,0.188110850975045,0.233424763616357,0.102445472206697
"3388",3388,-2.07266091621583,-0.0724251152415808,0.0820860884293312,-2.44102357973626,0.44999834773495,0.0427590769831263,-2.13834556506045,0.0174414546097261,0.0933037800853277,-2.19881165093049,0.113037782655305,0.067518520843604,1000,0.75,0.156532794161919,0.218269714192397,0.100834568191956,0.225109924373395,0.282793059544519,0.138014798905793,0.183522591689617,0.24418336460588,0.117283988946862,0.17674107711899,0.234391771322334,0.113819078894776
"3389",3389,-2.14821612875638,-0.0443769567952351,0.237958636784386,-2.38884842170376,0.270293712896369,0.151516646430699,-2.11068846035013,-0.119018756380654,0.25465907352214,-2.22654115868903,0.0578723156954385,0.209400432373099,1000,0.75,0.167467864872795,0.228125990945279,0.0993184562489747,0.221079347442094,0.280500590666887,0.132967579030902,0.189293041683106,0.251017157268204,0.116311686228475,0.179546970458372,0.234479184930603,0.110507518828506
"3390",3390,-2.34814411765542,0.297972819949354,0.201846658196511,-2.46494627376173,0.375382790381677,0.263767988008212,-2.25894517627304,0.123937606712946,0.265758669863749,-2.35081755438406,0.268000736696325,0.238564695523023,1000,0.75,0.182584755289594,0.237118924766584,0.0950125556555409,0.225666160313545,0.285201661863179,0.119509189670814,0.19484666727188,0.253583120782544,0.107966292834037,0.185844550088686,0.237039435658926,0.102728033036619
"3391",3391,-1.91001367996826,-0.190616059633719,0.186843274020816,-1.90787880843353,-0.417302901550495,0.201724807873112,-1.89420091682165,-0.278356261418354,0.199239103129655,-1.92400512699773,-0.242647889162935,0.18518328864728,1000,0.75,0.149153737323302,0.215833176735766,0.0950954652520327,0.178381166674451,0.260809037493853,0.124769919502425,0.169295010227233,0.234904878071834,0.109580199481442,0.15641158555096,0.220269831062076,0.10494237552746
"3392",3392,-2.65823482047322,0.56996080744803,0.118508988043235,-2.60538204023837,0.410057213999584,0.157161299780684,-2.5576881711748,0.370747489749036,0.161661089083633,-2.62627830809315,0.48573728650051,0.13850697429164,1000,0.75,0.20084762404223,0.25725220588871,0.104799321250861,0.235731766893489,0.299203481765538,0.134103925134018,0.215165270008168,0.269379203008147,0.117113710269087,0.207736416317856,0.260038584692925,0.1147345123347
"3393",3393,-2.1421229141952,-0.143510416290947,0.292265892866301,-2.1332764643893,-0.0703068307123686,0.198609792398648,-2.17103744657597,-0.0597755394791015,0.24551812680483,-2.16942748593173,-0.0652545639512843,0.245835419834101,1000,0.75,0.16267013742027,0.229191978496264,0.0997852197129829,0.193209547807047,0.261343809316792,0.125993911577395,0.184832980227888,0.244644995489579,0.112461545414213,0.170464381815734,0.228842464340885,0.108653464200631
"3394",3394,-2.54398158376057,0.323966592232321,0.159505628142027,-2.36975562685553,0.19367268464549,0.226099967178858,-2.3399196739311,0.0618089419208621,0.232302404400759,-2.43863254050911,0.215944922206233,0.199073488153854,1000,0.75,0.190821897570058,0.248182817583784,0.106096939240203,0.217349354974221,0.279379068586597,0.123036767072146,0.198803406062707,0.261079580830222,0.116807643927495,0.194227046902399,0.25017108374571,0.112540193167472
"3395",3395,-2.36343044843303,0.253765621246343,0.151131342270541,-2.20721343234921,0.293325599249925,0.0526240269060383,-2.36721427071557,0.349435574074966,0.0869142912538706,-2.31243417118577,0.286892277184579,0.106090125040069,1000,0.75,0.16884442923575,0.226314958123415,0.0979059258042209,0.19262480464489,0.25358525806094,0.118307603060635,0.196420039709958,0.251026717891099,0.11036124912744,0.174481016049712,0.230106414595016,0.105912266821607
"3396",3396,-2.0666136128252,-0.264779230881782,0.318137769098017,-1.96201709808652,-0.319969914696008,0.4331014347101,-2.03232766298246,-0.261503554739642,0.363738180564161,-1.98951727998963,-0.35445223895535,0.380814807754745,1000,0.75,0.154967342366034,0.223695423688546,0.101521772252264,0.180780896072997,0.253322394760615,0.119583378833839,0.178940928090054,0.248673178902964,0.114495818791174,0.157262458407484,0.225302060595515,0.107716725232075
"3397",3397,-2.22585609579242,0.208908628118461,0.0783758055857291,-2.34815036069974,0.304362734955896,0.0940550526114593,-2.23194190028745,0.178739553507781,0.0933557090266238,-2.22203210536089,0.171282429012941,0.0993987030617454,1000,0.75,0.173263516468036,0.234082460862574,0.0962138740499413,0.210195463993966,0.267103204486225,0.121126806801625,0.189369987062753,0.246839975894091,0.110206885534523,0.172399472363245,0.226809421744637,0.104301013741287
"3398",3398,-2.39343381182181,0.195510263870597,0.157870427239442,-2.18285584854928,-0.122551649100451,0.15233004880314,-2.3079875339101,0.0676281970156639,0.15589817565885,-2.32811080023698,0.102190743865926,0.148927713700443,1000,0.75,0.178795352379906,0.239968687434048,0.0990535146631261,0.205535901274913,0.281571906565837,0.128885921551996,0.193953766090335,0.25901352023239,0.113628526841598,0.182608024961254,0.244388524311122,0.109013326544492
"3399",3399,-2.38163008888,0.405490921580403,0.0603490403780296,-2.51773844322214,0.49669213711191,0.0300699770035722,-2.46019549670394,0.454837883114688,0.0387136146738253,-2.34010716991025,0.29696495718388,0.0842155483883997,1000,0.75,0.169473675579955,0.226275550048266,0.0998665262607493,0.213727191417926,0.272235166069129,0.128476449946864,0.196690743883811,0.24782326477254,0.113362533216659,0.17287353655745,0.227696781412936,0.108974579142601
"3400",3400,-2.42843760669567,0.0789241918444368,0.152181642680266,-2.49454608361259,0.224513983172828,0.150109735900777,-2.40611454729242,0.0563841048933833,0.170753085907104,-2.47175686233086,0.16485063775061,0.143461487912945,1000,0.75,0.184671320446592,0.257986225891864,0.114728678327544,0.22704131300726,0.300624549877142,0.14106933685262,0.199159835878283,0.266487736906908,0.125831275992523,0.192717353325753,0.257979780999755,0.123502627721858
"3401",3401,-2.16234864709625,0.00707078261615294,0.0707049103626319,-2.01149235259334,-0.132657860833076,0.0763290005261142,-2.30498657383458,0.256812408194781,-0.00654721410837347,-2.12240164113267,-0.0152601017854243,0.0650035737741725,1000,0.75,0.160298665498277,0.220973311934982,0.0997878462107918,0.178707356665842,0.245634959151743,0.118609789806052,0.194374434698142,0.247217164404292,0.11171429698121,0.167267315339664,0.226325935945477,0.107224574081573
"3402",3402,-2.27418051500293,0.206139992038361,0.248377741598529,-2.0134944480513,-0.0714599225240225,0.237193546765788,-2.25045068357486,0.208314853612375,0.21208213052838,-2.13056538791341,0.0346652378569914,0.258044466643715,1000,0.75,0.169904660078918,0.223610325232252,0.0986412926904379,0.18401874518943,0.252455964909954,0.122627168908805,0.199726282973091,0.255251602042629,0.113906516662388,0.167808096748681,0.224062935636304,0.107409069568241
"3403",3403,-2.00871106732359,-0.376327239994219,0.31637505572062,-2.099664713278,-0.339959046406442,0.362985655029738,-2.1970304133856,-0.0913580541253831,0.270584673232253,-2.10654724935117,-0.247512653826069,0.307094329954056,1000,0.75,0.158082821908806,0.237179236269471,0.09851827287028,0.193259466441712,0.275169570571446,0.126633731985962,0.191935252762736,0.259647825244189,0.114001811363132,0.170506583500398,0.23860357941958,0.108626924737357
"3404",3404,-2.37465618110285,0.296359039653986,0.153445588627589,-2.22164278068331,-0.0274377861417507,0.1591178239387,-2.30913746668128,0.161741521943738,0.157320146548378,-2.30901309231951,0.170632524437831,0.15777965517052,1000,0.75,0.183277757661561,0.239705800231208,0.102106728332819,0.205195373283593,0.277166138562368,0.136124316812175,0.199569709319476,0.25632919555546,0.11792557040014,0.181730533178803,0.2377080115689,0.1130871112114
"3405",3405,-2.28269206028259,0.156664971062696,0.0941102514755384,-2.35303170072129,0.206216308673009,0.103424890530643,-2.34546919471122,0.220537009439866,0.0826458539281514,-2.23600318474434,0.0580620524558111,0.12676051831715,1000,0.75,0.169497847895245,0.233198255160466,0.101956494999591,0.211345640889335,0.279008855378242,0.125783477142803,0.198116031050394,0.257062026247569,0.114887043490138,0.174748010747192,0.234483253014003,0.108681912839777
"3406",3406,-2.31554157571428,0.201740572581856,0.25212626386595,-2.10868284661545,0.0859776594090652,0.192342273395376,-2.19112302429965,0.0882920539153931,0.243403865389332,-2.26204177892189,0.197548966107204,0.219648114911754,1000,0.75,0.183235422489512,0.236115566413617,0.100377060254424,0.196496244975165,0.255386591970254,0.121065180702462,0.196269391103405,0.248384656353392,0.11068558606739,0.185750630779795,0.235145215250416,0.107516568388795
"3407",3407,-2.57284691343941,0.201066648260714,0.138223282937382,-2.54344362558942,0.265297345650446,0.0591198810984906,-2.54929488337524,0.197231480377752,0.113978339943125,-2.58965857595796,0.270341612068232,0.0963935979625812,1000,0.75,0.195332533784776,0.265006928261755,0.123207760218554,0.232084475014398,0.303253056676398,0.14899660709499,0.217408129206234,0.282934994895999,0.135380477787935,0.205101405110531,0.269537982247685,0.132173941471469
"3408",3408,-2.34999490125263,0.366705879268165,0.160546930589884,-2.32793776422206,0.24334113689794,0.211042694540073,-2.42769738891507,0.42952998952047,0.147489789461039,-2.34122192246538,0.32144778976403,0.178280751673219,1000,0.75,0.183451128039954,0.235948493551777,0.097994856192751,0.215636625567562,0.273185426106436,0.121448162378808,0.211313268557056,0.261693414937995,0.11089361666588,0.188600300063127,0.239349730711316,0.106724053170375
"3409",3409,-2.3025665570777,0.147831734502993,0.164230695847783,-2.33526365846537,0.266066415463085,0.0342494985147414,-2.24097568382995,0.0826012856029216,0.140842607659465,-2.45388933810473,0.40173630720155,0.0674312174834109,1000,0.75,0.180142022326792,0.235618744267734,0.098812589679311,0.221253522094533,0.282896849328057,0.128853880577631,0.194019995124328,0.254628368962373,0.114042424239845,0.197253123047889,0.248073436743932,0.109825565393266
"3410",3410,-2.2060001306711,-0.169472484771423,0.2854066161006,-2.28348862517961,-0.138145528538502,0.177501615816906,-2.35945167322511,0.0548419550494896,0.196104029030543,-2.19313079994453,-0.226801439571432,0.262121062439231,1000,0.75,0.159472057040938,0.232938398061725,0.0980164300618908,0.197504625438337,0.279871003582391,0.126493828009145,0.199441095337313,0.265285170866495,0.114276781677895,0.1682469961832,0.239526182149201,0.107897831505682
"3411",3411,-2.62094339736298,0.212305857973396,0.0201811510429754,-2.5946136668515,0.453057381824214,0.0705653228913264,-2.51652424823697,0.155584435620066,0.0740088284013981,-2.57500544583027,0.255741927650899,0.0520820911549108,1000,0.75,0.18976535015667,0.256324056634808,0.121203230353612,0.231673060521233,0.291186035997058,0.140579944165163,0.214704632525154,0.27784215884506,0.134227110411887,0.200521240398325,0.261035268054935,0.129241603414444
"3412",3412,-2.15933502277704,0.0133704890390779,0.201635407847018,-2.25635048250063,0.246788011877917,0.0719933179140478,-2.15406168922602,0.0353829099156961,0.168296612186935,-2.16985748524978,0.0629181720525906,0.161931602197747,1000,0.75,0.158167283801156,0.223335696714832,0.10024638172798,0.199721848168856,0.265823522421081,0.123631173732698,0.176725152880797,0.237750715470655,0.110842014438167,0.165815074638711,0.225287749723572,0.107029477043467
"3413",3413,-2.21175185905974,-0.0441012612229975,0.1794111070969,-2.05965736814542,-0.401688515700576,0.269865507758333,-2.10869428970038,-0.235528822638075,0.235504450380196,-2.19498573573864,-0.100373394708055,0.195044184461861,1000,0.75,0.156643007407173,0.22347768991248,0.105499773092485,0.172703390548654,0.258055849984467,0.127681917381234,0.175812150786044,0.245436232780314,0.120906300792315,0.162910522633928,0.227853259115929,0.1144151353474
"3414",3414,-2.42829880356866,0.387868128043753,0.278116164467824,-2.30980846569913,0.38273620959491,0.180308712138053,-2.25816932780948,0.19865039740134,0.276369639148334,-2.38191311392322,0.390123974556262,0.238965044300744,1000,0.75,0.186461545900199,0.238608334700364,0.0972518427472607,0.208920427759868,0.266471682938094,0.120923175714863,0.195307876577683,0.254603170783263,0.111929978105201,0.188058435313304,0.23817119423851,0.105655997160702
"3415",3415,-2.45996656767125,0.576237577109458,0.0530209323338208,-2.56956252597419,0.671222103741524,-0.0389764655341749,-2.37592568091986,0.425297143491876,0.0550692498667276,-2.40059248356428,0.475668569760836,0.0502415752118544,1000,0.75,0.189394426936976,0.237598752052727,0.0957776099938536,0.234693451261896,0.289053302763883,0.127912851519097,0.200462508046573,0.251632215690196,0.110535706458362,0.188575536443699,0.237018255741329,0.106155109278535
"3416",3416,-2.15389746117992,0.0538097601410087,0.169816560334204,-2.26144940802509,0.188276818419039,0.183544580615579,-2.05172590519933,-0.119384036403279,0.230491429424307,-2.13366910044926,0.00929223286301987,0.196450412086407,1000,0.75,0.161147094582383,0.219745184862981,0.0953417822445292,0.207088993480278,0.267078274878261,0.12266618236992,0.177728675675555,0.241015182742511,0.111039758366595,0.166286458538606,0.222474890971116,0.104724972465218
"3417",3417,-1.83389300092247,-0.404783847310063,0.259294670114652,-1.99848654502617,-0.11333031173609,0.146080572068557,-1.88805211776474,-0.29406631836498,0.22023507338087,-2.01844695363754,-0.0863367686426486,0.162217743368524,1000,0.75,0.142013805651018,0.210164244918511,0.0938458821455169,0.186591747561559,0.259115587775629,0.114646234683253,0.166195789646345,0.232972961406751,0.105059531485918,0.160967733996853,0.221432828732893,0.100951126251264
"3418",3418,-2.35717224187133,0.257518120372992,0.268514443968879,-2.36773615745569,0.348760190130615,0.223128748439969,-2.04296205462152,-0.199219342404785,0.36355982389492,-2.3720632154548,0.312526595568488,0.246371947080183,1000,0.75,0.180104342817971,0.233370236544979,0.0947807419097804,0.217771416786667,0.274464432481267,0.118526961427758,0.178254309089884,0.243254349059696,0.107936715250442,0.186665618606455,0.237248264275164,0.103334955017354
"3419",3419,-2.45805348491331,0.454999574701651,0.108118347404986,-2.46098368619998,0.459101738119673,0.150066301550505,-2.46355773750037,0.440995143066394,0.116673598819169,-2.48496734333316,0.494185257464862,0.118234961105838,1000,0.75,0.182188880595144,0.233965529712717,0.0982259611331819,0.216729579726753,0.272676054782786,0.122119742133941,0.208783003261143,0.260408455083482,0.113006955233049,0.190114478485717,0.237433056806194,0.105969962773332
"3420",3420,-2.26387980350623,0.200763982466006,0.260166112249803,-2.14113377837424,0.140194664281081,0.152465022460709,-2.14810454639146,0.0682081247299228,0.242001629759636,-2.26878041805106,0.264921255178517,0.19908412092967,1000,0.75,0.162687800543963,0.218249671820136,0.0950825063113463,0.185251272441752,0.244398671827821,0.117049394460253,0.180928153589294,0.238101167546149,0.108111544509335,0.169987262527563,0.221573738869285,0.10313635318668
"3421",3421,-2.26036708257861,0.0797416272536046,0.276200543708842,-2.316314973365,0.212388511215404,0.313874377347867,-2.19442171807789,-0.00442259228509222,0.321337096303473,-2.31249053478997,0.178577628370361,0.281761843785685,1000,0.75,0.17189917603716,0.233682090328412,0.0977358805896888,0.210931937404432,0.27052721849441,0.115812092918642,0.191620853897831,0.249631771928955,0.106436131605056,0.184349381837794,0.237802636473926,0.103786812603944
"3422",3422,-2.13159751423997,0.0396670711801622,0.238078655996152,-2.10661475033808,-0.0440133932905462,0.150600388766248,-2.01002757687074,-0.167592038081128,0.256673915373764,-2.07147325096486,-0.0728786027678295,0.229792639228178,1000,0.75,0.159107942255533,0.225508082717129,0.0926218745543243,0.1955749231052,0.27050814363515,0.126166700280249,0.174157226315053,0.241571629479034,0.107399692467963,0.159322036699057,0.221845248118566,0.101492760509011
